merchantid,orderid,date,unit_count,product_type,unit_price,currency,market,lifetime_value
633066,89785,06/01/2018,1,AIR,49,EUR,Europe,292.42
600802,89786,06/06/2020,1,3G,79,EUR,Europe,402.86
644443,89787,13/04/2020,1,AIR,29,EUR,Europe,158.96
82006,89788,02/04/2020,1,3G,39,EUR,Europe,583.03
254297,89789,29/12/2018,1,AIR,29,EUR,Europe,74.77
85604,89792,17/10/2018,1,TOTAL,39,EUR,Lat.Am.,321
321789,89793,04/01/2019,1,AIR,19,EUR,Europe,3.25
119446,89794,24/05/2019,1,3G,39,EUR,Europe,254.46
132483,89798,16/02/2019,1,AIR,49,EUR,Europe,0
654812,89799,27/03/2019,1,AIR,19,EUR,Europe,423.68
98782,89800,29/09/2019,1,AIR,49,EUR,Europe,611.91
389637,89807,05/06/2020,1,AIR,19,EUR,Europe,140.69
200205,89813,28/06/2019,1,AIR,29,EUR,Europe,59.17
449160,89814,13/07/2019,1,SUPER,25,EUR,Lat.Am.,275.23
75167,89818,13/06/2020,1,SUPER,25,EUR,Lat.Am.,215.99
662260,89820,21/02/2019,1,TOTAL,39,EUR,Lat.Am.,313.65
152551,89822,01/06/2020,1,SUPER,35,EUR,Lat.Am.,210.61
426510,89825,10/11/2019,1,SUPER,35,EUR,Lat.Am.,59.77
69886,89826,08/08/2019,1,3G,79,EUR,Europe,729.58
763655,89830,09/06/2019,1,AIR,49,EUR,Europe,333.94
382455,89832,01/05/2018,1,AIR,39,EUR,Europe,305.92
354169,89833,23/05/2018,1,AIR,49,EUR,Europe,3.06
509153,89835,27/07/2019,2,AIR,19,EUR,Europe,351.9
557758,89836,13/06/2020,1,3G,79,EUR,Europe,529.89
466685,89837,29/07/2020,1,AIR,19,EUR,Europe,0
112561,89838,29/07/2020,1,AIR,49,EUR,Europe,454.25
338071,89840,03/09/2018,1,AIR,49,EUR,Europe,379.17
744775,89841,17/04/2020,1,3G,79,EUR,Europe,408.4
334335,89844,14/12/2019,1,3G,39,EUR,Europe,53.85
385108,89847,04/08/2018,1,AIR,39,EUR,Europe,0
513570,89849,27/12/2018,1,TOTAL,39,EUR,Lat.Am.,269.15
617089,89850,10/03/2020,1,3G,79,EUR,Europe,759.5
101055,89851,20/07/2020,1,AIR,49,EUR,Europe,353.28
266538,89853,19/04/2019,1,3G,79,EUR,Europe,198.97
499557,89854,03/03/2018,1,AIR,49,EUR,Europe,651.71
115457,89857,30/06/2020,1,AIR,49,EUR,Europe,0
157101,89858,27/02/2020,1,3G,79,EUR,Europe,72.73
492525,89860,10/03/2020,2,AIR,49,EUR,Europe,459.07
599970,89861,23/03/2019,1,SUPER,36,EUR,Lat.Am.,167.05
438176,89863,30/12/2019,1,AIR,29,EUR,Europe,168.68
539168,89864,17/01/2020,1,AIR,19,EUR,Europe,232.94
496024,89865,01/07/2019,1,AIR,29,EUR,Europe,509.41
255092,89867,21/05/2018,1,AIR,39,EUR,Europe,0
157233,89868,03/12/2019,1,SUPER,18,EUR,Lat.Am.,0
228699,89870,27/02/2020,1,3G,39,EUR,Europe,36.47
383945,89872,14/12/2019,1,TOTAL,25,EUR,Lat.Am.,0
590058,89873,31/08/2018,1,AIR,29,EUR,Europe,17.9
254667,89875,06/12/2018,1,SUPER,36,EUR,Lat.Am.,0
466201,89876,12/09/2019,1,AIR,19,EUR,Europe,153.25
603549,89878,16/02/2020,1,TOTAL,29,EUR,Lat.Am.,270.49
303696,89880,14/04/2020,1,AIR,49,EUR,Europe,333.87
336310,89882,25/11/2019,1,AIR,19,EUR,Europe,0
115522,89883,12/09/2019,1,AIR,29,EUR,Europe,309.34
276990,89884,17/01/2018,1,AIR,49,EUR,Europe,349.08
664341,89886,13/05/2019,1,TOTAL,39,EUR,Lat.Am.,333.79
411547,89888,03/05/2018,1,SUPER,25,EUR,Lat.Am.,191.1
62690,89890,24/10/2019,6,3G,79,EUR,Europe,253.03
92019,89892,24/07/2018,1,AIR,29,EUR,Europe,90.14
485967,89893,09/03/2020,1,AIR,49,EUR,Europe,88.76
665374,89894,25/07/2020,1,AIR,49,EUR,Europe,537.39
511576,89895,19/11/2019,1,3G,39,EUR,Europe,315.82
486667,89896,03/04/2019,1,3G,39,EUR,Europe,373.43
429564,89898,29/10/2019,1,SUPER,35,EUR,Lat.Am.,0
498048,89899,21/02/2020,1,AIR,49,EUR,Europe,530.95
689757,89902,07/01/2020,1,SUPER,18,EUR,Lat.Am.,628.6
85755,89903,07/10/2019,1,SUPER,35,EUR,Lat.Am.,0
546019,89904,02/05/2018,1,AIR,49,EUR,Europe,65.82
95506,89905,03/04/2020,1,3G,79,EUR,Europe,176.34
476229,89906,14/01/2020,1,3G,39,EUR,Europe,289.51
640192,89907,14/01/2020,1,AIR,29,EUR,Europe,71.23
268704,89911,10/03/2019,4,AIR,49,EUR,Europe,116.21
658054,89914,10/05/2020,1,3G,39,EUR,Europe,585.75
736802,89921,24/06/2020,1,3G,39,EUR,Europe,437.86
93662,89925,20/02/2020,1,3G,39,EUR,Europe,68.75
487055,89928,31/07/2020,1,AIR,29,EUR,Europe,218.28
392217,89929,06/06/2019,1,AIR,49,EUR,Europe,0
412310,89932,25/10/2019,1,3G,79,EUR,Europe,121.79
688808,89933,20/08/2018,5,SUPER,25,EUR,Lat.Am.,57.68
299250,89936,22/05/2019,1,SUPER,25,EUR,Lat.Am.,50.45
265426,89939,23/12/2018,1,AIR,29,EUR,Europe,0
356897,89941,20/04/2020,1,SUPER,35,EUR,Lat.Am.,242.84
410032,89942,01/03/2018,1,AIR,49,EUR,Europe,282.66
336702,89943,26/03/2020,1,3G,39,EUR,Europe,0
317529,89944,14/07/2020,1,3G,79,EUR,Europe,292.99
316466,89945,18/03/2018,1,AIR,49,EUR,Europe,334.56
117483,89946,16/02/2018,1,AIR,49,EUR,Europe,0
481639,89947,19/06/2020,1,3G,39,EUR,Europe,712.41
202928,89950,15/01/2020,1,AIR,19,EUR,Europe,166.3
711097,89951,23/12/2019,1,3G,79,EUR,Europe,283.12
683079,89953,18/12/2018,1,TOTAL,39,EUR,Lat.Am.,104.79
265982,89957,03/03/2020,1,3G,39,EUR,Europe,342.18
275316,89959,13/05/2020,1,3G,79,EUR,Europe,346.89
400621,89963,20/06/2020,1,AIR,49,EUR,Europe,0
378435,89966,17/04/2020,1,3G,79,EUR,Europe,192.27
186073,89967,26/10/2019,1,AIR,19,EUR,Europe,180.24
254856,89968,06/12/2019,1,AIR,19,EUR,Europe,0
441169,89970,10/01/2019,1,AIR,29,EUR,Europe,457.31
473082,89971,17/07/2020,1,SUPER,18,EUR,Lat.Am.,116.96
722536,89974,24/08/2019,1,AIR,49,EUR,Europe,0
420526,89976,27/07/2018,1,AIR,49,EUR,Europe,287.71
291264,89977,06/05/2020,1,AIR,49,EUR,Europe,551.23
663695,89980,01/02/2020,1,TOTAL,29,EUR,Lat.Am.,97.85
451464,89984,17/04/2020,1,AIR,49,EUR,Europe,459.97
354014,89985,19/11/2018,1,AIR,19,EUR,Europe,7.06
698831,89986,26/04/2020,1,SUPER,25,EUR,Lat.Am.,0
721042,89988,07/08/2019,1,SUPER,18,EUR,Lat.Am.,0
386712,89990,11/09/2018,1,AIR,49,EUR,Europe,394.22
721850,89995,08/12/2018,1,AIR,19,EUR,Europe,219.66
339003,89998,12/02/2020,1,3G,39,EUR,Europe,130.38
70769,90000,01/03/2020,1,SUPER,25,EUR,Lat.Am.,88.07
373816,90001,26/01/2020,1,SUPER,35,EUR,Lat.Am.,305.15
241674,90003,21/04/2020,1,3G,79,EUR,Europe,109.91
85986,90005,08/06/2020,1,3G,79,EUR,Europe,488.55
367918,90006,07/04/2018,1,AIR,49,EUR,Europe,340.27
236907,90007,16/04/2020,1,TOTAL,39,EUR,Lat.Am.,520.75
649358,90009,05/07/2019,1,SUPER,25,EUR,Lat.Am.,420.77
765339,90012,06/09/2018,1,AIR,49,EUR,Europe,453.63
421932,90013,07/05/2020,2,TOTAL,39,EUR,Lat.Am.,0
598399,90016,24/01/2020,1,3G,39,EUR,Europe,453.71
627265,90020,01/07/2020,1,3G,79,EUR,Europe,202.51
555510,90024,10/02/2020,9,TOTAL,29,EUR,Lat.Am.,263.73
764184,90026,01/10/2018,2,AIR,39,EUR,Europe,380.43
512318,90027,15/03/2019,1,3G,39,EUR,Europe,512.96
720704,90028,24/03/2020,1,3G,79,EUR,Europe,524.62
522786,90029,05/06/2020,1,TOTAL,39,EUR,Lat.Am.,184.5
284098,90031,07/01/2020,1,AIR,29,EUR,Europe,473.61
130426,90032,21/05/2019,8,AIR,49,EUR,Europe,282.95
289137,90033,03/07/2019,1,AIR,29,EUR,Europe,504.05
228852,90036,25/07/2020,1,SUPER,25,EUR,Lat.Am.,128.42
702350,90038,24/01/2019,1,AIR,49,EUR,Europe,629.37
706279,90041,28/03/2020,1,AIR,49,EUR,Europe,641.29
506507,90043,21/02/2020,1,3G,39,EUR,Europe,454.26
631606,90044,07/07/2020,1,3G,79,EUR,Europe,130.97
414639,90045,27/02/2020,1,3G,79,EUR,Europe,231.35
248924,90048,27/07/2019,1,AIR,19,EUR,Europe,267.22
550715,90052,07/12/2019,1,SUPER,35,EUR,Lat.Am.,331.57
316731,90053,07/04/2018,1,SUPER,36,EUR,Lat.Am.,14.76
208507,90057,05/10/2019,1,3G,79,EUR,Europe,547.67
666737,90058,15/08/2019,1,AIR,29,EUR,Europe,290.4
143061,90063,12/12/2019,1,AIR,49,EUR,Europe,91.36
529882,90064,11/12/2018,1,AIR,19,EUR,Europe,0
534238,90067,29/09/2018,1,AIR,29,EUR,Europe,11.45
460082,90068,16/07/2020,1,AIR,29,EUR,Europe,288.51
702665,90070,13/04/2018,1,SUPER,36,EUR,Lat.Am.,27.96
115350,90071,30/10/2018,1,AIR,29,EUR,Europe,194.14
179369,90073,02/04/2020,1,SUPER,18,EUR,Lat.Am.,435.59
261514,90075,29/05/2020,1,3G,39,EUR,Europe,0
370447,90076,06/07/2020,1,3G,79,EUR,Europe,50.93
81474,90077,18/11/2019,1,AIR,49,EUR,Europe,500.85
346329,90078,27/09/2019,1,AIR,29,EUR,Europe,91.6
422348,90080,23/06/2018,1,AIR,49,EUR,Europe,632.84
82860,90083,03/12/2019,1,SUPER,25,EUR,Lat.Am.,390.29
376685,90085,10/11/2018,1,SUPER,20,EUR,Lat.Am.,443.63
450235,90086,27/12/2019,1,AIR,49,EUR,Europe,248.76
388803,90087,31/10/2019,3,AIR,19,EUR,Europe,444.36
517162,90089,22/07/2020,1,SUPER,25,EUR,Lat.Am.,93.61
239893,90090,08/07/2020,1,TOTAL,39,EUR,Lat.Am.,146.86
426797,90091,06/08/2019,1,AIR,29,EUR,Europe,494.35
384044,90092,31/03/2018,1,AIR,49,EUR,Europe,341.32
664842,90093,04/02/2019,1,3G,39,EUR,Europe,394.64
244382,90096,01/01/2019,1,AIR,19,EUR,Europe,471.47
105325,90098,13/01/2019,1,AIR,29,EUR,Europe,367.08
77102,90099,11/01/2020,1,SUPER,18,EUR,Lat.Am.,533.47
534616,90101,20/07/2018,1,AIR,39,EUR,Europe,560.5
159217,90102,23/10/2018,1,AIR,49,EUR,Europe,303.92
109544,90105,03/09/2018,1,AIR,49,EUR,Europe,0
547638,90108,07/11/2019,1,SUPER,18,EUR,Lat.Am.,232.82
320526,90109,07/12/2019,4,TOTAL,39,EUR,Lat.Am.,235.02
687833,90111,27/03/2020,1,AIR,49,EUR,Europe,0
721362,90113,01/11/2019,1,AIR,29,EUR,Europe,316.56
557897,90116,10/10/2018,1,SUPER,25,EUR,Lat.Am.,24.74
195115,90120,05/03/2020,1,TOTAL,39,EUR,Lat.Am.,353.24
763533,90124,07/06/2020,1,AIR,49,EUR,Europe,294.26
770375,90125,05/11/2018,1,SUPER,20,EUR,Lat.Am.,524.36
63255,90128,14/04/2020,1,3G,79,EUR,Europe,403.48
699631,90131,01/06/2019,1,AIR,29,EUR,Europe,43.83
763213,90132,15/02/2018,1,AIR,49,EUR,Europe,636.13
177056,90134,11/02/2020,1,AIR,49,EUR,Europe,0
194007,90135,26/10/2018,1,AIR,49,EUR,Europe,520.87
373597,90137,19/04/2018,1,SUPER,25,EUR,Lat.Am.,204.45
456449,90138,25/07/2020,1,AIR,19,EUR,Europe,546.41
74802,90140,14/07/2020,1,SUPER,18,EUR,Lat.Am.,294.06
561812,90141,05/07/2020,1,TOTAL,39,EUR,Lat.Am.,164.77
196973,90143,10/08/2019,1,TOTAL,39,EUR,Lat.Am.,342.52
204386,90144,09/08/2019,1,AIR,29,EUR,Europe,165.21
94447,90145,01/07/2019,1,TOTAL,39,EUR,Lat.Am.,440.76
697541,90146,18/11/2019,1,SUPER,25,EUR,Lat.Am.,0
609533,90152,23/04/2020,1,TOTAL,39,EUR,Lat.Am.,211.71
762832,90153,25/11/2019,1,SUPER,35,EUR,Lat.Am.,313.59
756659,90154,02/06/2019,1,TOTAL,39,EUR,Lat.Am.,480.88
259674,90156,16/06/2020,1,AIR,19,EUR,Europe,191.77
584776,90158,14/12/2018,1,SUPER,36,EUR,Lat.Am.,38.37
622202,90159,26/03/2020,1,AIR,49,EUR,Europe,445.17
170524,90162,22/05/2019,1,3G,39,EUR,Europe,298.64
682805,90163,03/07/2019,6,SUPER,18,EUR,Lat.Am.,34.84
100973,90165,23/03/2018,1,AIR,49,EUR,Europe,0
267667,90166,25/10/2019,1,SUPER,18,EUR,Lat.Am.,0
565224,90167,13/12/2019,1,AIR,29,EUR,Europe,419.77
332966,90168,16/03/2018,1,SUPER,36,EUR,Lat.Am.,116.95
247070,90169,24/12/2018,1,TOTAL,39,EUR,Lat.Am.,192.26
757845,90170,04/07/2020,1,3G,79,EUR,Europe,427.55
339519,90173,20/03/2018,1,SUPER,25,EUR,Lat.Am.,782.79
380484,90174,09/04/2019,1,3G,79,EUR,Europe,297.82
730344,90175,16/11/2018,1,AIR,19,EUR,Europe,318.72
733585,90178,03/11/2018,1,TOTAL,39,EUR,Lat.Am.,24.16
528139,90179,16/07/2020,1,SUPER,18,EUR,Lat.Am.,0
472597,90180,07/06/2020,1,SUPER,18,EUR,Lat.Am.,302.66
705550,90183,30/04/2020,1,TOTAL,39,EUR,Lat.Am.,519.28
256085,90184,18/06/2019,1,3G,39,EUR,Europe,529.04
615604,90186,27/11/2019,1,AIR,19,EUR,Europe,55
214193,90188,29/12/2018,1,AIR,19,EUR,Europe,453.74
436218,90190,30/11/2019,1,AIR,49,EUR,Europe,438.08
242912,90192,01/12/2019,1,3G,79,EUR,Europe,221.6
644011,90195,20/06/2019,1,AIR,49,EUR,Europe,108.28
152254,90197,29/03/2020,1,TOTAL,39,EUR,Lat.Am.,415.86
151479,90199,08/12/2018,1,AIR,19,EUR,Europe,256.9
358178,90200,20/06/2019,1,SUPER,25,EUR,Lat.Am.,227.41
418859,90209,30/11/2019,1,TOTAL,29,EUR,Lat.Am.,231.35
406061,90211,05/02/2018,1,AIR,49,EUR,Europe,333.55
393368,90212,02/08/2018,7,AIR,29,EUR,Europe,120.12
370875,90213,24/04/2020,1,3G,39,EUR,Europe,275.97
676728,90214,28/04/2020,1,3G,79,EUR,Europe,378.46
117755,90216,17/01/2020,1,AIR,19,EUR,Europe,0
638051,90218,02/12/2019,1,AIR,49,EUR,Europe,197.79
675773,90219,27/12/2018,1,AIR,49,EUR,Europe,251.7
754508,90220,28/05/2020,1,3G,79,EUR,Europe,339.73
645094,90221,12/03/2018,3,AIR,39,EUR,Europe,156.6
729290,90223,22/02/2020,7,AIR,29,EUR,Europe,321.89
701306,90224,19/11/2019,1,SUPER,18,EUR,Lat.Am.,269.11
654146,90225,16/08/2019,1,TOTAL,39,EUR,Lat.Am.,274.77
216553,90226,07/11/2018,1,AIR,19,EUR,Europe,303.06
139541,90228,06/07/2019,1,AIR,29,EUR,Europe,217.19
391878,90230,02/09/2019,1,TOTAL,25,EUR,Lat.Am.,348.66
659464,90232,02/06/2020,1,AIR,29,EUR,Europe,593.6
422610,90233,07/03/2019,1,AIR,29,EUR,Europe,0
312012,90239,10/02/2019,1,TOTAL,39,EUR,Lat.Am.,0
315232,90244,05/06/2019,1,SUPER,36,EUR,Lat.Am.,156.63
758894,90246,18/05/2018,1,AIR,49,EUR,Europe,197.96
455029,90248,11/04/2020,1,AIR,29,EUR,Europe,268.2
61147,90249,01/05/2020,1,AIR,49,EUR,Europe,554
585048,90251,02/01/2020,1,AIR,19,EUR,Europe,48.09
386483,90252,19/06/2018,1,SUPER,36,EUR,Lat.Am.,0
674678,90255,20/11/2019,1,3G,39,EUR,Europe,517.68
689641,90256,28/01/2018,1,AIR,39,EUR,Europe,301.07
326006,90257,28/09/2019,1,AIR,19,EUR,Europe,0
72413,90258,13/10/2019,1,SUPER,35,EUR,Lat.Am.,251.54
334841,90260,14/02/2020,1,AIR,49,EUR,Europe,0
118501,90262,22/11/2018,1,AIR,29,EUR,Europe,148.05
258633,90265,29/04/2020,1,AIR,49,EUR,Europe,95.62
469637,90268,09/06/2020,1,AIR,49,EUR,Europe,191.82
254919,90269,22/12/2018,1,AIR,29,EUR,Europe,0
86033,90270,02/01/2019,1,AIR,19,EUR,Europe,0
696538,90272,17/01/2020,1,AIR,19,EUR,Europe,17.79
371578,90278,30/05/2019,1,3G,39,EUR,Europe,268.64
114759,90279,23/12/2019,1,TOTAL,39,EUR,Lat.Am.,196.9
720168,90286,30/03/2020,1,3G,39,EUR,Europe,475.94
702683,90287,24/01/2019,1,TOTAL,39,EUR,Lat.Am.,130.47
78362,90288,02/05/2020,1,TOTAL,39,EUR,Lat.Am.,498.32
527537,90290,25/03/2020,1,TOTAL,39,EUR,Lat.Am.,391.77
376493,90291,07/06/2019,1,AIR,49,EUR,Europe,0
285449,90293,29/06/2019,1,3G,39,EUR,Europe,18.66
286079,90295,23/03/2018,1,AIR,49,EUR,Europe,427.73
735605,90298,29/04/2020,5,SUPER,18,EUR,Lat.Am.,0
582226,90299,20/05/2019,1,3G,79,EUR,Europe,286.03
284486,90308,25/07/2019,1,TOTAL,39,EUR,Lat.Am.,500.41
495045,90309,26/11/2019,1,AIR,29,EUR,Europe,501.87
278866,90312,26/03/2019,5,AIR,19,EUR,Europe,103.5
592722,90313,29/03/2020,1,3G,39,EUR,Europe,370.17
743283,90315,25/07/2020,1,SUPER,25,EUR,Lat.Am.,337.95
777177,90321,11/05/2019,1,TOTAL,39,EUR,Lat.Am.,314.29
713747,90322,16/04/2020,1,AIR,49,EUR,Europe,0
237869,90325,22/06/2019,4,SUPER,36,EUR,Lat.Am.,0
196155,90326,04/06/2020,1,AIR,29,EUR,Europe,247.38
581117,90328,29/02/2020,1,AIR,19,EUR,Europe,0
463281,90329,09/06/2020,1,AIR,49,EUR,Europe,0
676028,90330,10/07/2020,1,AIR,29,EUR,Europe,387.29
181919,90341,28/04/2020,1,3G,39,EUR,Europe,744.98
452837,90342,09/08/2019,1,SUPER,25,EUR,Lat.Am.,0
163168,90343,04/04/2019,1,AIR,19,EUR,Europe,0
163666,90345,19/03/2020,8,SUPER,35,EUR,Lat.Am.,120.98
248519,90346,29/05/2020,1,3G,79,EUR,Europe,540.62
566388,90348,31/07/2019,1,SUPER,18,EUR,Lat.Am.,129.07
401736,90349,21/06/2018,1,AIR,39,EUR,Europe,243.69
647338,90355,13/08/2019,5,TOTAL,39,EUR,Lat.Am.,426.51
340537,90357,15/06/2019,1,SUPER,18,EUR,Lat.Am.,0
687169,90359,01/07/2019,1,3G,79,EUR,Europe,507.13
650751,90361,24/07/2019,1,TOTAL,39,EUR,Lat.Am.,50.99
730542,90362,29/06/2020,1,AIR,19,EUR,Europe,0
267915,90367,24/05/2018,1,AIR,49,EUR,Europe,209.25
454641,90369,13/01/2020,1,AIR,49,EUR,Europe,608.47
740483,90374,22/08/2018,1,AIR,39,EUR,Europe,701.96
581429,90377,20/07/2019,1,AIR,29,EUR,Europe,110.14
317141,90379,12/01/2019,1,AIR,49,EUR,Europe,418.34
120185,90383,13/01/2019,7,AIR,19,EUR,Europe,324.22
487228,90384,05/04/2020,1,SUPER,35,EUR,Lat.Am.,65.62
147774,90388,02/10/2019,2,TOTAL,29,EUR,Lat.Am.,0
563680,90390,03/12/2018,1,SUPER,25,EUR,Lat.Am.,157.65
161163,90392,10/01/2020,1,3G,79,EUR,Europe,31.2
341072,90393,17/11/2019,1,SUPER,35,EUR,Lat.Am.,341.05
292257,90396,10/06/2019,1,SUPER,25,EUR,Lat.Am.,104.31
768566,90398,11/10/2018,1,AIR,49,EUR,Europe,428.45
463790,90399,07/10/2018,1,AIR,29,EUR,Europe,435.73
584556,90400,13/04/2019,2,SUPER,36,EUR,Lat.Am.,204.39
481378,90406,24/04/2020,1,AIR,49,EUR,Europe,183.66
349179,90408,18/05/2018,1,AIR,49,EUR,Europe,425.59
680238,90409,06/06/2019,1,3G,39,EUR,Europe,684.42
722192,90412,27/06/2018,1,AIR,39,EUR,Europe,413.88
137263,90413,05/05/2020,1,AIR,49,EUR,Europe,0
336471,90414,21/10/2019,1,3G,39,EUR,Europe,65.63
92406,90415,17/07/2020,1,AIR,49,EUR,Europe,130.24
489051,90420,10/06/2020,1,3G,79,EUR,Europe,396.82
149963,90421,23/12/2019,1,3G,39,EUR,Europe,668.09
308245,90424,30/06/2020,1,AIR,29,EUR,Europe,305.49
130717,90426,21/11/2019,2,AIR,19,EUR,Europe,851.07
275757,90428,04/04/2020,1,AIR,29,EUR,Europe,0
418008,90429,26/09/2019,1,3G,79,EUR,Europe,217.03
280449,90432,06/07/2020,1,TOTAL,39,EUR,Lat.Am.,363.69
304759,90437,18/06/2020,1,3G,39,EUR,Europe,678.25
661870,90438,02/02/2019,1,AIR,29,EUR,Europe,441.94
283619,90439,27/06/2018,1,AIR,49,EUR,Europe,52.3
763343,90441,27/04/2020,1,TOTAL,39,EUR,Lat.Am.,702.15
594817,90443,29/02/2020,1,SUPER,25,EUR,Lat.Am.,0
289962,90445,08/07/2020,1,SUPER,25,EUR,Lat.Am.,62.88
283221,90447,06/07/2019,1,SUPER,36,EUR,Lat.Am.,16.06
516309,90448,04/07/2020,4,3G,79,EUR,Europe,169.08
304765,90449,05/03/2020,1,3G,79,EUR,Europe,294.47
775540,90450,01/05/2019,1,AIR,29,EUR,Europe,381.66
60805,90455,12/06/2020,1,TOTAL,39,EUR,Lat.Am.,234.21
640843,90456,04/01/2020,1,SUPER,18,EUR,Lat.Am.,370.22
60276,90457,10/08/2019,1,AIR,19,EUR,Europe,307.65
86287,90458,22/05/2020,1,AIR,29,EUR,Europe,123.92
459315,90459,05/06/2020,1,3G,79,EUR,Europe,654.3
364321,90463,09/03/2020,1,TOTAL,39,EUR,Lat.Am.,0
434787,90466,10/07/2019,1,SUPER,36,EUR,Lat.Am.,137.9
701136,90474,16/03/2019,1,SUPER,36,EUR,Lat.Am.,196
602628,90475,14/05/2020,1,AIR,49,EUR,Europe,0
736613,90481,17/03/2018,1,AIR,49,EUR,Europe,514.22
285029,90482,13/01/2018,1,SUPER,36,EUR,Lat.Am.,476.84
709775,90484,27/05/2020,1,AIR,49,EUR,Europe,558.55
513895,90486,24/07/2020,1,AIR,19,EUR,Europe,517.51
227835,90487,19/04/2020,1,TOTAL,39,EUR,Lat.Am.,207.7
615906,90489,09/06/2018,1,SUPER,25,EUR,Lat.Am.,355.04
628546,90490,13/03/2018,1,SUPER,25,EUR,Lat.Am.,147.33
116887,90495,28/09/2019,1,AIR,49,EUR,Europe,368.9
467249,90497,11/05/2020,5,AIR,29,EUR,Europe,371.6
533609,90498,28/04/2018,1,AIR,49,EUR,Europe,280.47
386384,90500,07/03/2020,1,3G,79,EUR,Europe,247.64
365908,90504,21/08/2018,4,AIR,29,EUR,Europe,198.02
256606,90505,06/02/2020,1,3G,39,EUR,Europe,251.13
198831,90506,06/08/2019,1,SUPER,25,EUR,Lat.Am.,372.28
145709,90508,11/06/2019,1,SUPER,18,EUR,Lat.Am.,194.73
509045,90512,21/09/2018,1,AIR,39,EUR,Europe,129.94
368824,90514,29/12/2019,1,TOTAL,29,EUR,Lat.Am.,392.59
732350,90518,08/08/2019,1,TOTAL,39,EUR,Lat.Am.,0
419907,90520,25/07/2020,1,SUPER,25,EUR,Lat.Am.,193.95
161943,90521,27/12/2019,1,3G,39,EUR,Europe,89.21
467293,90523,25/10/2018,1,AIR,29,EUR,Europe,296.23
423232,90524,28/11/2019,1,SUPER,35,EUR,Lat.Am.,245.94
541630,90526,29/01/2018,1,AIR,49,EUR,Europe,152.98
430246,90527,21/03/2020,1,SUPER,35,EUR,Lat.Am.,205.97
676472,90529,16/05/2020,1,3G,79,EUR,Europe,338.86
623090,90530,14/03/2019,1,3G,79,EUR,Europe,306.91
72999,90531,31/10/2019,3,3G,79,EUR,Europe,550.2
351800,90535,01/09/2018,1,AIR,29,EUR,Europe,421.42
173190,90536,07/03/2020,1,TOTAL,39,EUR,Lat.Am.,10.6
571650,90537,21/03/2020,1,3G,39,EUR,Europe,315.47
342248,90538,16/05/2020,3,3G,39,EUR,Europe,16.93
362370,90539,09/05/2020,1,AIR,49,EUR,Europe,240.59
329082,90541,23/04/2020,2,3G,79,EUR,Europe,5.06
76670,90544,06/05/2020,2,3G,39,EUR,Europe,789.33
719619,90545,20/06/2020,1,AIR,29,EUR,Europe,195.23
469844,90547,15/11/2019,1,AIR,29,EUR,Europe,0
79032,90548,07/12/2018,1,SUPER,25,EUR,Lat.Am.,68.7
64665,90549,28/09/2018,1,AIR,29,EUR,Europe,244.36
327073,90554,23/07/2020,1,3G,39,EUR,Europe,552.47
65781,90555,15/04/2020,1,AIR,49,EUR,Europe,388.75
336007,90556,25/06/2019,1,AIR,19,EUR,Europe,284.77
620068,90558,06/07/2019,1,3G,39,EUR,Europe,436.9
455139,90559,09/02/2018,1,SUPER,36,EUR,Lat.Am.,125.04
705147,90561,22/01/2018,4,AIR,49,EUR,Europe,0
632161,90562,29/12/2019,1,AIR,49,EUR,Europe,510.67
335483,90564,08/07/2020,1,AIR,49,EUR,Europe,100.3
675306,90566,30/10/2019,1,3G,39,EUR,Europe,792.03
452640,90567,11/03/2020,1,AIR,49,EUR,Europe,328.47
325708,90568,29/03/2018,1,AIR,39,EUR,Europe,394.68
217605,90569,07/09/2019,1,3G,39,EUR,Europe,176.85
161406,90571,23/11/2019,1,TOTAL,29,EUR,Lat.Am.,150.58
438541,90573,28/06/2020,1,AIR,29,EUR,Europe,73.17
132176,90576,28/07/2020,1,AIR,49,EUR,Europe,265.41
514334,90577,18/03/2018,1,SUPER,36,EUR,Lat.Am.,247.52
73574,90578,06/04/2019,1,AIR,19,EUR,Europe,334.45
464465,90579,27/12/2019,1,AIR,29,EUR,Europe,6.04
388818,90580,23/08/2018,1,AIR,49,EUR,Europe,437.48
341459,90583,10/08/2019,1,AIR,49,EUR,Europe,302.8
191629,90585,25/02/2020,1,AIR,29,EUR,Europe,369.5
457208,90587,05/10/2018,1,TOTAL,39,EUR,Lat.Am.,0
272500,90592,28/04/2018,1,AIR,49,EUR,Europe,14.83
149067,90593,09/07/2020,1,AIR,49,EUR,Europe,610.42
469922,90594,22/04/2020,1,AIR,49,EUR,Europe,430.89
136341,90596,04/06/2018,3,AIR,39,EUR,Europe,657.19
392585,90599,23/05/2020,1,3G,79,EUR,Europe,667.83
302198,90601,09/12/2018,1,AIR,49,EUR,Europe,409.38
565727,90604,23/07/2020,1,TOTAL,39,EUR,Lat.Am.,320.22
727415,90605,23/02/2019,1,AIR,29,EUR,Europe,0
185721,90606,17/06/2020,1,3G,39,EUR,Europe,262.8
281047,90607,29/05/2020,1,AIR,29,EUR,Europe,118.56
282153,90609,10/12/2019,1,SUPER,35,EUR,Lat.Am.,93.84
574502,90610,29/11/2019,1,TOTAL,29,EUR,Lat.Am.,314.24
