date,channelgrouping,merchantid,fullvisitorid,orderid,goal_fk,market
20/12/2019 03:39:42,adwords,733465,6.59E+14,103239,2,Europe
20/12/2019 04:33:14,search_brand,,6.54E+14,,1,Europe
20/12/2019 04:46:32,facebook,,6.68E+14,,1,Europe
20/12/2019 04:56:17,search_organic,,6.55E+14,,1,Europe
20/12/2019 04:56:29,search_brand,,6.67E+14,,1,Europe
20/12/2019 05:05:22,search_brand,456523,6.54E+14,104572,3,Lat.Am.
20/12/2019 05:15:01,adwords,,6.68E+14,,1,Europe
20/12/2019 05:58:01,adwords,226101,6.73E+14,84667,3,Europe
20/12/2019 05:58:23,adwords,,6.79E+14,,1,Lat.Am.
20/12/2019 06:10:58,adwords,,6.70E+14,,1,Europe
20/12/2019 06:18:44,search_organic,687235,6.60E+14,83524,2,Europe
20/12/2019 06:53:23,adwords,82088,6.58E+14,94564,3,Europe
20/12/2019 06:57:54,blog,687235,6.60E+14,83524,3,Europe
20/12/2019 06:58:37,facebook,345718,6.50E+14,85838,3,Lat.Am.
20/12/2019 06:59:42,search_brand,575193,6.56E+14,80512,2,Europe
20/12/2019 08:11:48,direct,,6.51E+14,,1,Europe
20/12/2019 08:12:08,search_brand,,6.64E+14,,1,Lat.Am.
20/12/2019 08:16:31,search_organic,,6.79E+14,,1,Europe
20/12/2019 08:33:37,search_brand,,6.55E+14,,1,Europe
20/12/2019 09:08:20,adwords,561104,6.79E+14,97035,3,Europe
20/12/2019 09:22:50,direct,,6.79E+14,,1,Europe
20/12/2019 09:30:24,facebook,452109,6.60E+14,97118,3,Europe
20/12/2019 09:59:04,facebook,545819,6.48E+14,100789,2,Lat.Am.
20/12/2019 10:16:23,facebook,411116,6.59E+14,97223,2,Europe
20/12/2019 10:33:05,facebook,,6.57E+14,,1,Lat.Am.
20/12/2019 10:33:32,facebook,728862,6.57E+14,96668,2,Lat.Am.
20/12/2019 10:50:18,adwords,,6.56E+14,,1,Europe
20/12/2019 10:52:51,adwords,,6.72E+14,,1,Europe
20/12/2019 10:57:58,adwords,,6.82E+14,,1,Europe
20/12/2019 11:12:36,search_brand,503919,6.75E+14,96433,3,Europe
20/12/2019 11:39:41,direct,,6.59E+14,,1,Europe
20/12/2019 12:08:05,facebook,89790,6.83E+14,80792,3,Europe
20/12/2019 12:12:09,search_organic,,6.78E+14,,1,Europe
20/12/2019 12:39:00,facebook,575193,6.56E+14,80512,3,Europe
20/12/2019 12:45:01,facebook,452322,6.61E+14,101820,2,Europe
20/12/2019 12:45:37,adwords,62429,6.62E+14,100149,3,Europe
20/12/2019 13:11:06,facebook,185105,6.56E+14,103026,3,Europe
20/12/2019 13:48:31,adwords,78301,6.65E+14,79806,3,Europe
20/12/2019 14:01:03,blog,,6.61E+14,,1,Lat.Am.
20/12/2019 14:25:32,search_brand,192162,6.52E+14,101845,2,Lat.Am.
20/12/2019 15:22:10,facebook,721232,6.58E+14,104789,2,Europe
20/12/2019 15:24:24,search_organic,,6.48E+14,,1,Europe
20/12/2019 15:24:51,adwords,526570,6.58E+14,77822,3,Lat.Am.
20/12/2019 15:28:33,facebook,68929,6.79E+14,101303,3,Europe
20/12/2019 15:39:51,search_brand,,6.57E+14,,1,Lat.Am.
20/12/2019 15:51:27,search_brand,,6.51E+14,,1,Lat.Am.
20/12/2019 16:01:18,adwords,104447,6.74E+14,98921,3,Lat.Am.
20/12/2019 16:01:33,adwords,581029,6.54E+14,79153,2,Europe
20/12/2019 16:02:54,blog,324118,6.62E+14,101400,2,Europe
20/12/2019 16:15:40,search_brand,,6.54E+14,,1,Europe
20/12/2019 16:35:57,facebook,,6.49E+14,,1,Europe
20/12/2019 16:36:05,search_brand,207225,6.60E+14,102355,2,Europe
20/12/2019 16:48:06,facebook,734403,6.57E+14,104176,2,Lat.Am.
20/12/2019 16:54:02,search_organic,,6.70E+14,,1,Europe
20/12/2019 17:02:20,adwords,105684,6.56E+14,88557,3,Europe
20/12/2019 17:04:32,direct,,6.49E+14,,1,Europe
20/12/2019 17:11:47,direct,,6.67E+14,,1,Lat.Am.
20/12/2019 17:34:03,search_brand,474115,6.52E+14,102364,3,Lat.Am.
20/12/2019 17:41:41,facebook,75727,6.58E+14,91761,2,Europe
20/12/2019 17:44:34,search_brand,83731,6.73E+14,93234,3,Europe
20/12/2019 17:45:10,direct,,6.57E+14,,1,Lat.Am.
20/12/2019 18:04:51,facebook,,6.76E+14,,1,Europe
20/12/2019 18:13:54,facebook,,6.60E+14,,1,Europe
20/12/2019 18:26:00,facebook,,6.83E+14,,1,Europe
20/12/2019 19:13:05,adwords,,6.56E+14,,1,Lat.Am.
20/12/2019 19:16:03,blog,591821,6.60E+14,97842,2,Europe
20/12/2019 19:18:47,adwords,,6.56E+14,,1,Europe
20/12/2019 19:22:54,adwords,,6.54E+14,,1,Europe
20/12/2019 20:00:04,search_organic,287754,6.59E+14,92591,2,Europe
20/12/2019 20:03:31,blog,,6.60E+14,,1,Europe
20/12/2019 20:13:53,facebook,,6.78E+14,,1,Europe
20/12/2019 20:16:36,facebook,178443,6.70E+14,91751,3,Europe
20/12/2019 20:24:38,facebook,589681,6.83E+14,99893,3,Europe
20/12/2019 20:24:47,blog,486782,6.60E+14,101589,2,Europe
20/12/2019 20:52:13,facebook,,6.53E+14,,1,Lat.Am.
20/12/2019 20:59:12,facebook,,6.74E+14,,1,Europe
20/12/2019 21:06:17,search_brand,,6.83E+14,,1,Europe
20/12/2019 21:37:14,facebook,,6.56E+14,,1,Lat.Am.
20/12/2019 22:02:52,adwords,685270,6.65E+14,99431,3,Lat.Am.
20/12/2019 22:07:03,facebook,747130,6.49E+14,82731,2,Lat.Am.
20/12/2019 22:10:05,direct,,6.51E+14,,1,Lat.Am.
20/12/2019 22:16:35,adwords,,6.57E+14,,1,Lat.Am.
20/12/2019 22:28:21,adwords,,6.75E+14,,1,Europe
20/12/2019 22:39:40,search_brand,622894,6.65E+14,100349,3,Lat.Am.
20/12/2019 22:44:08,search_brand,543954,6.73E+14,95382,3,Europe
20/12/2019 22:44:26,blog,463491,6.63E+14,100136,2,Europe
20/12/2019 22:47:34,facebook,,6.75E+14,,1,Europe
20/12/2019 22:55:14,blog,,6.62E+14,,1,Europe
20/12/2019 23:01:21,search_brand,193437,6.51E+14,100362,2,Europe
20/12/2019 23:06:56,facebook,665222,6.74E+14,97130,3,Europe
20/12/2019 23:08:28,search_brand,727403,6.72E+14,90864,3,Lat.Am.
20/12/2019 23:10:16,adwords,463491,6.63E+14,100136,3,Europe
20/12/2019 23:10:17,adwords,,6.59E+14,,1,Europe
20/12/2019 23:25:19,search_brand,319785,6.72E+14,92248,3,Europe
20/12/2019 23:30:47,blog,453894,6.60E+14,104301,2,Europe
20/12/2019 23:35:16,facebook,,6.76E+14,,1,Lat.Am.
20/12/2019 23:44:21,adwords,128353,6.50E+14,104803,2,Europe
20/12/2019 23:51:13,search_brand,326587,6.78E+14,102154,3,Europe
20/12/2019 23:57:09,facebook,545819,6.48E+14,100789,3,Lat.Am.
20/12/2019 23:57:45,facebook,324118,6.62E+14,101400,3,Europe
21/12/2019 00:11:45,search_brand,357933,6.52E+14,79673,2,Europe
21/12/2019 00:17:43,facebook,88246,6.76E+14,98747,3,Europe
21/12/2019 00:26:05,adwords,409598,6.51E+14,95814,2,Lat.Am.
21/12/2019 00:30:14,search_brand,453894,6.60E+14,104301,3,Europe
21/12/2019 00:40:24,search_brand,193437,6.51E+14,100362,3,Europe
21/12/2019 00:42:53,search_organic,,6.49E+14,,1,Europe
21/12/2019 00:45:22,direct,,6.68E+14,,1,Lat.Am.
21/12/2019 00:53:33,search_brand,,6.56E+14,,1,Europe
21/12/2019 01:05:20,direct,747130,6.49E+14,82731,3,Lat.Am.
21/12/2019 01:14:08,search_organic,248299,6.68E+14,83926,3,Europe
21/12/2019 01:32:41,search_organic,,6.50E+14,,1,Lat.Am.
21/12/2019 01:43:49,facebook,,6.84E+14,,1,Europe
21/12/2019 01:51:35,search_brand,,6.57E+14,,1,Europe
21/12/2019 02:08:40,adwords,266600,6.55E+14,82724,2,Europe
21/12/2019 02:10:21,search_brand,581029,6.54E+14,79153,3,Europe
21/12/2019 02:18:50,direct,,6.76E+14,,1,Europe
21/12/2019 02:31:01,search_brand,371994,6.63E+14,78848,2,Europe
21/12/2019 02:32:35,search_brand,734403,6.57E+14,104176,3,Lat.Am.
21/12/2019 02:34:16,adwords,591821,6.60E+14,97842,3,Europe
21/12/2019 03:33:51,direct,475044,6.56E+14,83302,2,Europe
21/12/2019 03:34:05,adwords,470525,6.80E+14,88762,3,Europe
21/12/2019 03:50:33,search_brand,140164,6.77E+14,104729,3,Europe
21/12/2019 04:02:59,search_brand,600138,6.58E+14,104383,2,Europe
21/12/2019 04:27:27,facebook,463091,6.55E+14,83657,2,Europe
21/12/2019 04:30:07,facebook,,6.66E+14,,1,Lat.Am.
21/12/2019 04:50:08,adwords,264242,6.51E+14,101433,2,Europe
21/12/2019 05:01:35,search_organic,683136,6.51E+14,78536,2,Lat.Am.
21/12/2019 05:08:59,search_brand,288437,6.74E+14,101062,3,Europe
21/12/2019 05:16:56,facebook,744464,6.65E+14,92656,3,Lat.Am.
21/12/2019 05:23:07,adwords,,6.55E+14,,1,Europe
21/12/2019 05:43:12,blog,265540,6.61E+14,97933,2,Lat.Am.
21/12/2019 05:50:48,facebook,,6.66E+14,,1,Lat.Am.
21/12/2019 05:56:50,search_brand,,6.67E+14,,1,Europe
21/12/2019 06:37:49,adwords,,6.49E+14,,1,Europe
21/12/2019 06:49:20,search_organic,264242,6.51E+14,101433,3,Europe
21/12/2019 07:10:14,facebook,281560,6.74E+14,81030,3,Lat.Am.
21/12/2019 07:29:14,search_brand,646821,6.70E+14,77814,3,Europe
21/12/2019 07:36:36,blog,96669,6.59E+14,87856,2,Europe
21/12/2019 07:38:24,adwords,,6.72E+14,,1,Lat.Am.
21/12/2019 07:40:31,adwords,326821,6.80E+14,88108,3,Lat.Am.
21/12/2019 07:49:26,blog,371994,6.63E+14,78848,3,Europe
21/12/2019 07:50:01,facebook,211703,6.49E+14,97138,3,Europe
21/12/2019 07:51:07,facebook,550567,6.85E+14,78875,3,Lat.Am.
21/12/2019 07:57:37,facebook,539896,6.58E+14,92924,2,Europe
21/12/2019 08:10:59,facebook,350096,6.54E+14,102627,2,Europe
21/12/2019 08:11:00,search_organic,,6.84E+14,,1,Lat.Am.
21/12/2019 08:33:41,search_brand,,6.57E+14,,1,Lat.Am.
21/12/2019 08:49:10,facebook,733921,6.57E+14,103203,3,Europe
21/12/2019 08:50:16,adwords,,6.81E+14,,1,Europe
21/12/2019 08:56:11,facebook,293114,6.82E+14,78493,3,Lat.Am.
21/12/2019 09:28:19,facebook,409598,6.51E+14,95814,3,Lat.Am.
21/12/2019 09:43:51,search_brand,,6.82E+14,,1,Lat.Am.
21/12/2019 09:56:12,search_brand,388943,6.70E+14,91436,3,Europe
21/12/2019 10:18:51,adwords,,6.49E+14,,1,Europe
21/12/2019 10:22:44,facebook,,6.63E+14,,1,Europe
21/12/2019 10:25:14,facebook,,6.53E+14,,1,Europe
21/12/2019 10:30:38,adwords,,6.71E+14,,1,Lat.Am.
21/12/2019 10:45:18,search_brand,594685,6.76E+14,77816,3,Lat.Am.
21/12/2019 10:48:01,search_brand,,6.65E+14,,1,Europe
21/12/2019 11:04:10,adwords,,6.51E+14,,1,Europe
21/12/2019 11:10:28,search_organic,,6.51E+14,,1,Europe
21/12/2019 11:46:37,adwords,744896,6.63E+14,101791,2,Lat.Am.
21/12/2019 11:52:07,adwords,760393,6.77E+14,95442,3,Lat.Am.
21/12/2019 11:56:40,facebook,,6.56E+14,,1,Europe
21/12/2019 11:57:38,adwords,,6.58E+14,,1,Lat.Am.
21/12/2019 12:01:42,facebook,,6.61E+14,,1,Europe
21/12/2019 12:07:15,facebook,233831,6.74E+14,99383,3,Europe
21/12/2019 12:11:51,search_organic,,6.56E+14,,1,Europe
21/12/2019 12:17:31,adwords,721232,6.58E+14,104789,3,Europe
21/12/2019 12:23:21,search_brand,,6.49E+14,,1,Europe
21/12/2019 12:27:11,adwords,,6.83E+14,,1,Europe
21/12/2019 12:32:28,search_organic,717472,6.63E+14,104511,2,Lat.Am.
21/12/2019 12:35:07,search_brand,254878,6.66E+14,102142,3,Lat.Am.
21/12/2019 12:39:20,search_brand,556684,6.74E+14,91233,3,Lat.Am.
21/12/2019 12:52:53,search_organic,598963,6.59E+14,92166,2,Europe
21/12/2019 13:26:06,adwords,421895,6.80E+14,98540,3,Europe
21/12/2019 13:49:31,facebook,,6.80E+14,,1,Europe
21/12/2019 14:13:14,search_brand,,6.56E+14,,1,Europe
21/12/2019 14:16:11,direct,,6.71E+14,,1,Europe
21/12/2019 14:17:52,blog,452322,6.61E+14,101820,3,Europe
21/12/2019 14:24:39,search_brand,,6.80E+14,,1,Lat.Am.
21/12/2019 14:25:49,direct,389295,6.49E+14,88180,2,Lat.Am.
21/12/2019 14:28:29,adwords,,6.58E+14,,1,Europe
21/12/2019 14:58:43,facebook,455866,6.71E+14,101937,3,Europe
21/12/2019 15:00:43,direct,,6.62E+14,,1,Europe
21/12/2019 15:13:45,facebook,297315,6.49E+14,88463,2,Europe
21/12/2019 15:27:05,facebook,618495,6.85E+14,79401,3,Europe
21/12/2019 15:27:24,blog,704139,6.62E+14,91195,2,Europe
21/12/2019 15:33:31,facebook,190691,6.68E+14,97870,3,Europe
21/12/2019 15:40:13,search_brand,,6.57E+14,,1,Europe
21/12/2019 16:14:47,direct,395620,6.69E+14,87203,3,Europe
21/12/2019 16:15:23,search_organic,160156,6.59E+14,100796,2,Europe
21/12/2019 16:21:11,facebook,138395,6.52E+14,84107,2,Lat.Am.
21/12/2019 16:49:52,blog,505351,6.60E+14,80473,2,Europe
21/12/2019 16:58:10,blog,,6.64E+14,,1,Lat.Am.
21/12/2019 17:06:57,search_brand,,6.52E+14,,1,Europe
21/12/2019 17:14:24,adwords,,6.51E+14,,1,Europe
21/12/2019 17:23:33,adwords,,6.69E+14,,1,Lat.Am.
21/12/2019 17:32:56,facebook,,6.61E+14,,1,Europe
21/12/2019 17:37:12,adwords,,6.82E+14,,1,Europe
21/12/2019 17:57:13,search_organic,172491,6.49E+14,97738,2,Europe
21/12/2019 18:19:25,blog,207225,6.60E+14,102355,3,Europe
21/12/2019 18:37:20,adwords,375222,6.60E+14,80632,2,Europe
21/12/2019 18:38:32,facebook,,6.51E+14,,1,Europe
21/12/2019 18:53:11,blog,167748,6.60E+14,86588,2,Europe
21/12/2019 18:55:52,search_brand,,6.49E+14,,1,Europe
21/12/2019 19:05:16,adwords,,6.64E+14,,1,Lat.Am.
21/12/2019 19:09:39,adwords,,6.59E+14,,1,Europe
21/12/2019 19:10:00,adwords,,6.50E+14,,1,Europe
21/12/2019 19:14:27,facebook,,6.64E+14,,1,Lat.Am.
21/12/2019 19:27:41,search_brand,595633,6.80E+14,101437,3,Lat.Am.
21/12/2019 19:34:56,adwords,,6.49E+14,,1,Europe
21/12/2019 20:13:14,facebook,,6.61E+14,,1,Europe
21/12/2019 20:33:47,facebook,499118,6.52E+14,92930,2,Lat.Am.
21/12/2019 20:39:17,adwords,683136,6.51E+14,78536,3,Lat.Am.
21/12/2019 20:49:01,direct,,6.54E+14,,1,Lat.Am.
21/12/2019 20:56:18,facebook,128353,6.50E+14,104803,3,Europe
21/12/2019 20:57:40,adwords,169545,6.64E+14,103675,3,Europe
21/12/2019 20:58:26,adwords,389295,6.49E+14,88180,3,Lat.Am.
21/12/2019 21:36:39,adwords,629992,6.51E+14,97630,2,Europe
21/12/2019 21:44:37,search_brand,,6.56E+14,,1,Lat.Am.
21/12/2019 21:51:31,adwords,,6.61E+14,,1,Lat.Am.
21/12/2019 21:52:03,search_brand,,6.53E+14,,1,Europe
21/12/2019 22:02:28,adwords,596819,6.83E+14,96485,3,Europe
21/12/2019 22:24:48,search_brand,,6.59E+14,,1,Europe
21/12/2019 22:24:56,blog,375222,6.60E+14,80632,3,Europe
21/12/2019 22:25:33,facebook,,6.51E+14,,1,Europe
21/12/2019 22:28:52,search_brand,229677,6.61E+14,103096,2,Europe
21/12/2019 22:32:31,adwords,,6.59E+14,,1,Europe
21/12/2019 22:36:42,adwords,67511,6.68E+14,100261,3,Europe
21/12/2019 22:42:48,search_brand,350096,6.54E+14,102627,3,Europe
21/12/2019 22:48:23,facebook,201815,6.57E+14,95865,2,Europe
21/12/2019 22:51:50,facebook,,6.49E+14,,1,Lat.Am.
21/12/2019 22:58:52,search_brand,147119,6.50E+14,92173,2,Lat.Am.
21/12/2019 23:11:05,facebook,479314,6.70E+14,95640,3,Europe
21/12/2019 23:11:43,search_brand,629992,6.51E+14,97630,3,Europe
21/12/2019 23:14:44,blog,360944,6.62E+14,82629,2,Europe
21/12/2019 23:19:13,adwords,,6.52E+14,,1,Europe
21/12/2019 23:21:38,search_brand,147119,6.50E+14,92173,3,Lat.Am.
21/12/2019 23:36:43,direct,160156,6.59E+14,100796,3,Europe
21/12/2019 23:51:43,search_organic,294501,6.49E+14,96862,2,Europe
21/12/2019 23:52:33,facebook,744690,6.60E+14,96768,2,Europe
22/12/2019 00:04:40,facebook,187868,6.64E+14,92652,3,Europe
22/12/2019 00:10:18,blog,,6.61E+14,,1,Lat.Am.
22/12/2019 00:47:47,blog,,6.61E+14,,1,Europe
22/12/2019 00:48:58,facebook,463091,6.55E+14,83657,3,Europe
22/12/2019 01:01:12,search_brand,467204,6.56E+14,102867,2,Europe
22/12/2019 01:02:48,direct,,6.83E+14,,1,Europe
22/12/2019 01:20:26,search_organic,93518,6.53E+14,92582,2,Europe
22/12/2019 01:33:57,facebook,,6.58E+14,,1,Lat.Am.
22/12/2019 01:47:35,adwords,760097,6.68E+14,92681,3,Europe
22/12/2019 01:57:50,blog,,6.63E+14,,1,Europe
22/12/2019 02:01:57,blog,744896,6.63E+14,101791,3,Lat.Am.
22/12/2019 02:40:57,search_brand,,6.64E+14,,1,Lat.Am.
22/12/2019 02:42:10,blog,,6.61E+14,,1,Lat.Am.
22/12/2019 02:56:18,direct,,6.79E+14,,1,Lat.Am.
22/12/2019 03:22:28,adwords,,6.52E+14,,1,Europe
22/12/2019 03:23:49,adwords,201815,6.57E+14,95865,3,Europe
22/12/2019 03:27:59,adwords,,6.74E+14,,1,Europe
22/12/2019 03:32:14,blog,717472,6.63E+14,104511,3,Lat.Am.
22/12/2019 04:17:00,direct,,6.59E+14,,1,Europe
22/12/2019 04:19:51,search_brand,294501,6.49E+14,96862,3,Europe
22/12/2019 04:38:47,search_brand,588676,6.61E+14,79038,2,Europe
22/12/2019 04:40:31,facebook,,6.83E+14,,1,Europe
22/12/2019 04:57:36,facebook,288046,6.82E+14,78571,3,Lat.Am.
22/12/2019 05:10:59,search_brand,,6.77E+14,,1,Europe
22/12/2019 05:13:19,facebook,,6.56E+14,,1,Europe
22/12/2019 05:29:32,facebook,93518,6.53E+14,92582,3,Europe
22/12/2019 05:31:24,adwords,763006,6.69E+14,89607,3,Europe
22/12/2019 05:36:32,direct,,6.55E+14,,1,Lat.Am.
22/12/2019 05:45:43,adwords,650925,6.75E+14,77807,3,Europe
22/12/2019 05:46:05,blog,,6.60E+14,,1,Europe
22/12/2019 05:55:09,adwords,,6.54E+14,,1,Europe
22/12/2019 06:00:03,facebook,,6.67E+14,,1,Europe
22/12/2019 06:00:06,search_brand,,6.82E+14,,1,Lat.Am.
22/12/2019 06:06:28,search_organic,,6.57E+14,,1,Europe
22/12/2019 06:24:07,direct,,6.74E+14,,1,Lat.Am.
22/12/2019 06:28:23,adwords,138395,6.52E+14,84107,3,Lat.Am.
22/12/2019 06:29:25,facebook,96669,6.59E+14,87856,2,Europe
22/12/2019 06:30:06,direct,569826,6.71E+14,96940,3,Europe
22/12/2019 06:35:12,facebook,,6.61E+14,,1,Lat.Am.
22/12/2019 06:39:44,search_brand,356563,6.57E+14,105109,2,Lat.Am.
22/12/2019 06:55:32,adwords,704139,6.62E+14,91195,3,Europe
22/12/2019 07:08:20,search_brand,562468,6.68E+14,104235,3,Europe
22/12/2019 07:08:52,adwords,,6.53E+14,,1,Europe
22/12/2019 07:20:28,search_brand,,6.49E+14,,1,Europe
22/12/2019 07:23:24,facebook,118059,6.65E+14,95287,3,Europe
22/12/2019 07:25:01,adwords,,6.59E+14,,1,Europe
22/12/2019 08:18:33,facebook,,6.80E+14,,1,Lat.Am.
22/12/2019 08:21:21,facebook,538480,6.63E+14,84331,2,Europe
22/12/2019 08:31:59,blog,305163,6.59E+14,103623,3,Europe
22/12/2019 08:36:15,adwords,575961,6.69E+14,83359,3,Lat.Am.
22/12/2019 08:43:05,facebook,,6.77E+14,,1,Lat.Am.
22/12/2019 08:47:08,search_brand,742714,6.66E+14,103960,3,Europe
22/12/2019 09:07:13,facebook,448822,6.66E+14,91414,3,Europe
22/12/2019 09:13:00,direct,136744,6.71E+14,103777,3,Europe
22/12/2019 09:14:54,facebook,167748,6.60E+14,86588,3,Europe
22/12/2019 09:24:40,search_brand,397942,6.49E+14,102145,3,Lat.Am.
22/12/2019 09:32:59,facebook,403185,6.66E+14,103983,3,Europe
22/12/2019 09:37:44,facebook,475044,6.56E+14,83302,3,Europe
22/12/2019 09:40:10,facebook,,6.75E+14,,1,Europe
22/12/2019 10:06:05,facebook,424927,6.53E+14,77796,2,Lat.Am.
22/12/2019 10:13:31,search_brand,279198,6.64E+14,80772,2,Europe
22/12/2019 10:51:44,facebook,512159,6.52E+14,104254,2,Lat.Am.
22/12/2019 11:14:10,search_organic,297315,6.49E+14,88463,3,Europe
22/12/2019 11:18:15,facebook,,6.59E+14,,1,Lat.Am.
22/12/2019 11:29:36,adwords,187388,6.78E+14,96323,3,Europe
22/12/2019 11:33:03,adwords,,6.79E+14,,1,Europe
22/12/2019 11:34:08,facebook,,6.49E+14,,1,Lat.Am.
22/12/2019 11:45:43,facebook,,6.56E+14,,1,Lat.Am.
22/12/2019 12:06:23,direct,,6.51E+14,,1,Europe
22/12/2019 12:17:25,adwords,,6.54E+14,,1,Europe
22/12/2019 12:22:21,search_brand,424927,6.53E+14,77796,3,Lat.Am.
22/12/2019 12:31:18,adwords,337274,6.84E+14,98266,3,Lat.Am.
22/12/2019 12:57:09,facebook,,6.51E+14,,1,Europe
22/12/2019 13:38:31,search_brand,505351,6.60E+14,80473,3,Europe
22/12/2019 13:46:43,blog,,6.60E+14,,1,Europe
22/12/2019 14:05:45,adwords,,6.58E+14,,1,Europe
22/12/2019 14:11:26,facebook,685560,6.53E+14,80784,2,Europe
22/12/2019 14:21:52,adwords,,6.60E+14,,1,Europe
22/12/2019 14:26:26,facebook,640843,6.51E+14,90456,2,Lat.Am.
22/12/2019 14:39:51,adwords,,6.67E+14,,1,Europe
22/12/2019 15:00:37,facebook,133774,6.56E+14,102332,2,Lat.Am.
22/12/2019 15:01:22,facebook,,6.57E+14,,1,Europe
22/12/2019 15:22:09,blog,229677,6.61E+14,103096,3,Europe
22/12/2019 15:43:41,facebook,310233,6.84E+14,101874,3,Europe
22/12/2019 15:48:26,adwords,603324,6.58E+14,85926,3,Lat.Am.
22/12/2019 15:50:00,adwords,685560,6.53E+14,80784,3,Europe
22/12/2019 16:05:15,search_brand,,6.54E+14,,1,Europe
22/12/2019 16:14:49,direct,360944,6.62E+14,82629,3,Europe
22/12/2019 16:35:41,adwords,,6.53E+14,,1,Lat.Am.
22/12/2019 16:41:28,facebook,,6.59E+14,,1,Lat.Am.
22/12/2019 18:17:57,facebook,283277,6.70E+14,95811,3,Lat.Am.
22/12/2019 18:32:59,blog,,6.59E+14,,1,Europe
22/12/2019 18:42:16,facebook,,6.78E+14,,1,Europe
22/12/2019 19:09:33,adwords,,6.53E+14,,1,Europe
22/12/2019 19:27:49,adwords,,6.79E+14,,1,Europe
22/12/2019 19:33:10,adwords,,6.52E+14,,1,Europe
22/12/2019 19:46:32,facebook,598963,6.59E+14,92166,3,Europe
22/12/2019 20:18:28,facebook,,6.81E+14,,1,Lat.Am.
22/12/2019 20:25:11,facebook,539896,6.58E+14,92924,3,Europe
22/12/2019 20:30:50,search_brand,73945,6.68E+14,94090,3,Europe
22/12/2019 20:39:54,search_brand,,6.58E+14,,1,Europe
22/12/2019 20:42:22,adwords,,6.58E+14,,1,Europe
22/12/2019 21:28:40,adwords,,6.50E+14,,1,Lat.Am.
22/12/2019 21:52:36,search_organic,,6.58E+14,,1,Lat.Am.
22/12/2019 22:32:53,adwords,,6.74E+14,,1,Europe
22/12/2019 22:39:48,blog,538480,6.63E+14,84331,3,Europe
22/12/2019 22:45:13,search_organic,760544,6.65E+14,102215,3,Europe
22/12/2019 23:01:01,direct,619302,6.67E+14,81242,3,Europe
22/12/2019 23:09:08,facebook,518858,6.79E+14,82562,3,Europe
22/12/2019 23:59:24,facebook,,6.72E+14,,1,Europe
23/12/2019 00:36:46,search_brand,,6.52E+14,,1,Europe
23/12/2019 00:39:43,search_organic,286865,6.78E+14,78199,3,Europe
23/12/2019 01:17:16,facebook,,6.52E+14,,1,Europe
23/12/2019 02:13:14,search_organic,592121,6.69E+14,96466,3,Europe
23/12/2019 03:15:31,adwords,,6.83E+14,,1,Lat.Am.
23/12/2019 03:26:09,facebook,126459,6.59E+14,103801,2,Europe
23/12/2019 03:26:19,blog,,6.60E+14,,1,Europe
23/12/2019 04:09:36,adwords,300649,6.59E+14,83974,2,Lat.Am.
23/12/2019 04:27:31,search_brand,593275,6.70E+14,90820,3,Lat.Am.
23/12/2019 04:34:45,search_brand,,6.49E+14,,1,Europe
23/12/2019 04:47:01,search_organic,512159,6.52E+14,104254,3,Lat.Am.
23/12/2019 04:51:44,facebook,,6.56E+14,,1,Lat.Am.
23/12/2019 05:14:20,adwords,,6.58E+14,,1,Lat.Am.
23/12/2019 05:27:39,direct,697169,6.78E+14,103197,3,Europe
23/12/2019 06:12:34,search_organic,,6.62E+14,,1,Europe
23/12/2019 06:31:12,adwords,,6.53E+14,,1,Europe
23/12/2019 06:44:13,facebook,141966,6.83E+14,98710,3,Europe
23/12/2019 06:49:38,facebook,762411,6.53E+14,99607,2,Europe
23/12/2019 07:05:56,blog,588676,6.61E+14,79038,3,Europe
23/12/2019 07:09:14,search_brand,,6.54E+14,,1,Lat.Am.
23/12/2019 07:09:30,search_brand,,6.83E+14,,1,Lat.Am.
23/12/2019 07:34:18,facebook,711097,6.57E+14,89951,2,Europe
23/12/2019 07:44:53,facebook,342695,6.78E+14,80934,3,Europe
23/12/2019 08:10:02,facebook,,6.56E+14,,1,Europe
23/12/2019 08:21:12,facebook,397043,6.84E+14,77818,3,Europe
23/12/2019 08:21:58,search_brand,,6.85E+14,,1,Europe
23/12/2019 08:44:29,direct,304807,6.81E+14,97212,3,Europe
23/12/2019 09:24:53,adwords,424778,6.52E+14,100689,2,Lat.Am.
23/12/2019 09:32:24,blog,623326,6.60E+14,102686,2,Lat.Am.
23/12/2019 09:38:52,search_brand,70351,6.56E+14,89145,3,Europe
23/12/2019 10:32:53,adwords,569034,6.85E+14,98035,3,Lat.Am.
23/12/2019 10:54:38,search_organic,385146,6.68E+14,98612,3,Europe
23/12/2019 11:01:10,facebook,,6.80E+14,,1,Europe
23/12/2019 12:45:28,adwords,,6.52E+14,,1,Europe
23/12/2019 13:04:54,direct,283171,6.79E+14,100258,3,Lat.Am.
23/12/2019 14:06:10,direct,,6.75E+14,,1,Europe
23/12/2019 14:17:57,search_brand,,6.53E+14,,1,Lat.Am.
23/12/2019 14:58:36,facebook,600138,6.58E+14,104383,3,Europe
23/12/2019 15:09:35,facebook,,6.53E+14,,1,Europe
23/12/2019 15:20:02,direct,,6.78E+14,,1,Lat.Am.
23/12/2019 15:20:52,adwords,253116,6.71E+14,97602,3,Europe
